transaction_id,transaction_date,customer_id,product_id,count,sales,shipping_date,cancellation_date,status,customer_name,birth_date,gender,prefectures,type,product_name,brand,category,color,price
202010090021-1,2020-10-09,C-001804,PUNW1,3,203400,2020-10-17,,配達済み,吉森 良子,1984-12-11,女,東京都,法人,Puter-K1,puter,ノートPC,White,67800
202010090023-1,2020-10-09,C-001885,ZEDB7,4,867600,2020-10-19,,配達済み,小宮山 桃,1981-01-02,女,東京都,法人,Zerace-L7,zerace,デスクトップ,Black,216900
202010090025-1,2020-10-09,C-002098,INNG3,0,0,2020-10-16,,配達済み,小川 征也,1994-06-11,男,北海道,個人,Inter-V3,Inter,ノートPC,Gold,136800
202010090032-1,2020-10-09,C-002810,TADB1,3,44910,2020-10-20,,配達済み,中澤 知美,1988-10-13,女,兵庫県,法人,Tablet-E1,Tab,タブレット,Black,14970
202010090033-1,2020-10-09,C-003082,ZENB7,2,462800,2020-10-19,,配達済み,渡辺 彰,2005-02-03,男,神奈川県,個人,Zerace-J7,zerace,ノートPC,Black,231400
202010090034-1,2020-10-09,C-003287,VENB5,3,809400,2020-10-20,,配達済み,松尾 翔子,1989-01-12,女,東京都,法人,Verge-U5,verge,ノートPC,Black,269800
202010090035-1,2020-10-09,C-003490,INNG5,5,849000,2020-10-19,,配達済み,竹本 正彦,1977-03-02,男,新潟県,法人,Inter-Q5,Inter,ノートPC,Gold,169800
202010100000-1,2020-10-10,C-000045,IMU,1,1230,2020-10-17,,配達済み,谷口 亜耶,1999-10-13,女,東京都,法人,USBマウス,マウス,周辺機器,,1230
202010100004-1,2020-10-10,C-000137,INDB5,1,154800,2020-10-23,,配達済み,北川 晃司,1995-03-21,男,高知県,法人,Inter-W5,Inter,デスクトップ,Black,154800
202010100004-2,2020-10-10,C-000137,CADB5,2,389600,2020-10-22,,配達済み,北川 晃司,1995-03-21,男,高知県,法人,Caps-B3P,caps,デスクトップ,Black,194800
202010100004-3,2020-10-10,C-000137,TADB5,11,1367762,2020-10-20,,配達済み,北川 晃司,1995-03-21,男,高知県,法人,Tablet-E3,Tab,タブレット,Black,124342
202010100006-1,2020-10-10,C-000143,VENB5,2,539600,2020-10-20,,配達済み,椎葉 大介,1981-10-12,男,東京都,個人,Verge-U5,verge,ノートPC,Black,269800
202010100008-1,2020-10-10,C-000469,ID16,2,32600,2020-10-20,,配達済み,小出 真理,1995-08-02,女,東京都,法人,Display-16,ディスプレイ,周辺機器,,16300
202010100009-1,2020-10-10,C-001611,VENB3,1,222800,2020-10-18,,配達済み,田嶋 和香,1995-09-06,女,東京都,法人,Verge-U3,verge,ノートPC,Black,222800
202010100010-1,2020-10-10,C-002092,VEDB5,1,224800,2020-10-20,,配達済み,中井 紀子,2001-05-09,女,東京都,個人,Verge-T5,verge,デスクトップ,Black,224800
202010100012-1,2020-10-10,C-002185,INNS5,8,1278400,2020-10-20,,配達済み,佐治 義昭,1989-03-25,男,愛知県,法人,Inter-Q5,Inter,ノートPC,Silver,159800
202010100013-1,2020-10-10,C-002208,VENB3,2,445600,2020-10-23,,配達済み,菊池 悠子,1998-07-10,女,北海道,法人,Verge-U3,verge,ノートPC,Black,222800
202010100014-1,2020-10-10,C-002750,CADB1,2,269600,2020-10-18,,配達済み,上田 あかね,2003-09-26,女,愛知県,法人,Caps-B1,caps,デスクトップ,Black,134800
202010100016-1,2020-10-10,C-003023,INNG3,2,273600,2020-10-18,,配達済み,小板橋 千景,1983-10-13,女,福岡県,個人,Inter-V3,Inter,ノートPC,Gold,136800
202010100017-1,2020-10-10,C-003367,VEDB13,6,3508800,2020-10-21,,配達済み,吉中 美保,1986-01-18,女,千葉県,法人,Verge-T9H2,verge,デスクトップ,Black,584800
202010100018-1,2020-10-10,C-003367,CANB11,1,289900,2020-10-21,,配達済み,吉中 美保,1986-01-18,女,千葉県,法人,Caps-X5PH,caps,ノートPC,Black,289900
202010110000-1,2020-10-11,C-001272,VEDB5,1,224800,2020-10-22,,配達済み,西川 智子,2004-11-11,女,神奈川県,個人,Verge-T5,verge,デスクトップ,Black,224800
202010120000-1,2020-10-12,C-001364,ID23,2,39960,2020-10-24,2020-10-21,キャンセル,高田 聡一朗,2000-06-04,男,東京都,法人,Display-23,ディスプレイ,周辺機器,,19980
202010130001-1,2020-10-13,C-000206,CANB11,1,289900,2020-10-19,,配達済み,渡部 麻理子,1988-12-06,女,北海道,法人,Caps-X5PH,caps,ノートPC,Black,289900
202010130003-1,2020-10-13,C-000374,CADB11,3,1094400,2020-10-19,,配達済み,宮田 晴香,1974-07-06,女,東京都,法人,Caps-XC5PH,caps,デスクトップ,Black,364800
202010130004-1,2020-10-13,C-000800,CANB3,1,149800,2020-10-23,,配達済み,前田 隆幸,1994-04-30,男,熊本県,個人,Caps-A3,caps,ノートPC,Black,149800
202010130005-1,2020-10-13,C-001444,INDB7,7,1293600,2020-10-25,,配達済み,大津 晶子,1976-11-05,女,大阪府,法人,Inter-W5H,Inter,デスクトップ,Black,184800
202010130009-1,2020-10-13,C-001717,INNS9,1,219800,2020-10-23,,配達済み,野島 裕子,1973-02-18,女,東京都,個人,Inter-Q5HP,Inter,ノートPC,Silver,219800
202010130010-1,2020-10-13,C-001735,ZENB5,1,173800,2020-10-22,,配達済み,渡邊 貴士,1976-09-12,男,埼玉県,個人,Zerace-J5,zerace,ノートPC,Black,173800
202010130011-1,2020-10-13,C-002599,CADB7,6,1408800,2020-10-22,,配達済み,鈴木 礼子,1974-01-10,女,愛媛県,法人,Caps-XC5,caps,デスクトップ,Black,234800
202010130013-1,2020-10-13,C-002918,CANB13,5,1749000,2020-10-20,,配達済み,浅井 智規,2003-10-03,男,兵庫県,法人,Caps-X10,caps,ノートPC,Black,349800
202010130017-1,2020-10-13,C-003153,CANB11,1,289900,2020-10-20,,配達済み,深谷 崇,1989-06-18,男,東京都,個人,Caps-X5PH,caps,ノートPC,Black,289900
202010130019-1,2020-10-13,C-003241,PUDB1,2,143600,2020-10-24,,配達済み,加藤 聡,1996-09-10,男,大阪府,個人,Puter-M1,puter,デスクトップ,Black,71800
202010130020-1,2020-10-13,C-003450,INNB5,3,479400,2020-10-23,2020-10-15,キャンセル,斉藤 和博,1996-10-24,男,福井県,法人,Inter-Q5,Inter,ノートPC,Black,159800
202010130022-1,2020-10-13,C-003487,CANB3,4,599200,2020-10-25,,配達済み,石 哲也,1978-11-11,男,東京都,個人,Caps-A3,caps,ノートPC,Black,149800
202010140001-1,2020-10-14,C-001317,VEDB13,5,2924000,2020-10-25,,配達済み,谷村 哲也,1975-06-06,男,東京都,法人,Verge-T9H2,verge,デスクトップ,Black,584800
202010140002-1,2020-10-14,C-001567,IKU,1,2831,2020-10-24,,配達済み,赤沼 彩,1977-03-01,女,埼玉県,個人,USBキーボード,キーボード,周辺機器,,2831
202010150000-1,2020-10-15,C-001008,VEDB3,2,369600,2020-10-23,,配達済み,加藤 久雄,1984-12-30,男,山口県,法人,Verge-T3,verge,デスクトップ,Black,184800
202010150002-1,2020-10-15,C-002849,INNS5,0,0,2020-10-25,,配達済み,大西 竜太,1991-02-14,男,東京都,個人,Inter-Q5,Inter,ノートPC,Silver,159800
202010150005-1,2020-10-15,C-003774,INNG3,2,273600,2020-10-24,,配達済み,鈴木 香澄,1989-06-26,女,千葉県,個人,Inter-V3,Inter,ノートPC,Gold,136800
202010160000-1,2020-10-16,C-001666,ZENB5,1,173800,2020-10-24,,配達済み,鈴木 香織,1983-05-31,女,神奈川県,個人,Zerace-J5,zerace,ノートPC,Black,173800
202010160003-1,2020-10-16,C-003650,TADB1,1,14970,2020-10-25,,配達済み,木村 龍二,1986-01-01,男,長野県,個人,Tablet-E1,Tab,タブレット,Black,14970
202010160004-1,2020-10-16,C-003661,PUDB3,2,179880,2020-10-25,,配達済み,木村 朋子,1972-11-18,女,東京都,法人,Puter-M2,puter,デスクトップ,Black,89940
202010170000-1,2020-10-17,C-000340,VENB1,1,184800,2020-10-27,,配達済み,今井 源太郎,1972-02-18,男,沖縄県,個人,Verge-U1,verge,ノートPC,Black,184800
202010170002-1,2020-10-17,C-000437,ZEDB3,1,155800,2020-10-27,,配達済み,櫻井 瑶子,1999-09-16,女,和歌山県,法人,Zerace-L3,zerace,デスクトップ,Black,155800
202010170003-1,2020-10-17,C-000646,IMW,1,2537,2020-10-28,,配達済み,藤島 宏,1980-10-02,男,埼玉県,個人,ワイヤレスマウス,マウス,周辺機器,,2537
202010170006-1,2020-10-17,C-000695,VENB7,1,309800,2020-10-25,,配達済み,小野 ゆうこ,1975-07-09,女,埼玉県,個人,Verge-U7,verge,ノートPC,Black,309800
202010170006-2,2020-10-17,C-000695,IMW,1,2537,2020-10-25,,配達済み,小野 ゆうこ,1975-07-09,女,埼玉県,個人,ワイヤレスマウス,マウス,周辺機器,,2537
202010170007-1,2020-10-17,C-001714,VEDB5,4,899200,2020-10-27,,配達済み,井上 孝也,2002-03-31,男,東京都,法人,Verge-T5,verge,デスクトップ,Black,224800
202010170012-1,2020-10-17,C-002485,ZENB5,2,347600,2020-10-28,,配達済み,星 文香,2001-06-12,女,大阪府,法人,Zerace-J5,zerace,ノートPC,Black,173800
202010170013-1,2020-10-17,C-002568,CANB11,3,869700,2020-10-28,,配達済み,廣瀬 宏司,1997-09-20,その他・不明,新潟県,法人,Caps-X5PH,caps,ノートPC,Black,289900
202010170015-1,2020-10-17,C-002703,CANB11,1,289900,2020-10-25,,配達済み,岩崎 幸治,1991-04-11,男,兵庫県,個人,Caps-X5PH,caps,ノートPC,Black,289900
202010170016-1,2020-10-17,C-002750,INNG3,2,273600,2020-10-29,,配達済み,上田 あかね,2003-09-26,女,愛知県,法人,Inter-V3,Inter,ノートPC,Gold,136800
202010170019-1,2020-10-17,C-002966,INNG9,1,229800,2020-10-29,,配達済み,杉谷 孝太郎,1986-01-26,男,東京都,個人,Inter-Q5HP,Inter,ノートPC,Gold,229800
202010170020-1,2020-10-17,C-003102,ID23,1,19980,2020-10-28,,配達済み,酒井 麻美,1976-11-12,女,福岡県,法人,Display-23,ディスプレイ,周辺機器,,19980
202010170022-1,2020-10-17,C-003199,IKU,2,5662,2020-10-26,,配達済み,田中 健二,1998-12-29,男,北海道,法人,USBキーボード,キーボード,周辺機器,,2831
202010180002-1,2020-10-18,C-000408,INNS7,0,0,2020-10-27,,配達済み,平尾 宏子,2005-08-28,女,東京都,個人,Inter-Q5H,Inter,ノートPC,Silver,181800
202010180003-1,2020-10-18,C-000654,VEDB7,1,228900,2020-10-27,,配達済み,川崎 直人,2003-11-17,男,愛媛県,法人,Verge-T7,verge,デスクトップ,Black,228900
202010180003-2,2020-10-18,C-000654,TADB3,2,90684,2020-10-28,,配達済み,川崎 直人,2003-11-17,男,愛媛県,法人,Tablet-E2,Tab,タブレット,Black,45342
202010180003-3,2020-10-18,C-000654,ZEDB3,3,467400,2020-10-26,,配達済み,川崎 直人,2003-11-17,男,愛媛県,法人,Zerace-L3,zerace,デスクトップ,Black,155800
202010180003-4,2020-10-18,C-000654,INNG7,2,383600,2020-10-28,,配達済み,川崎 直人,2003-11-17,男,愛媛県,法人,Inter-Q5H,Inter,ノートPC,Gold,191800
202010180004-1,2020-10-18,C-000685,CANB11,3,869700,2020-10-28,,配達済み,森 英典,1979-05-20,男,東京都,法人,Caps-X5PH,caps,ノートPC,Black,289900
202010180005-1,2020-10-18,C-001106,INNB7,1,181800,2020-10-24,,配達済み,土屋 真介,1983-08-02,男,滋賀県,個人,Inter-Q5H,Inter,ノートPC,Black,181800
202010180008-1,2020-10-18,C-001136,CANB7,1,229900,2020-10-28,,配達済み,秋野 仁,1976-10-24,男,滋賀県,個人,Caps-X5,caps,ノートPC,Black,229900
202010180010-1,2020-10-18,C-001628,VEDB7,8,1831200,2020-10-30,,配達済み,渡部 愛,2001-08-08,女,宮城県,法人,Verge-T7,verge,デスクトップ,Black,228900
202010180013-1,2020-10-18,C-002823,PUNS3,1,98740,2020-10-28,,配達済み,池田 愛,2002-04-02,女,愛知県,個人,Puter-K2,puter,ノートPC,Silver,98740
202010190001-1,2020-10-19,C-001812,VENB9,2,739600,2020-10-28,,配達済み,岩城 寛子,1988-09-08,女,神奈川県,法人,Verge-U9,verge,ノートPC,Black,369800
202010190003-1,2020-10-19,C-003754,ID16,3,48900,2020-10-30,,配達済み,籾井 雅博,1987-12-29,男,滋賀県,個人,Display-16,ディスプレイ,周辺機器,,16300
202010200000-1,2020-10-20,C-000104,CANB11,1,289900,2020-11-02,,配達済み,大竹 裕介,2005-10-10,男,東京都,個人,Caps-X5PH,caps,ノートPC,Black,289900
202010200002-1,2020-10-20,C-000233,ZENB1,4,415200,2020-11-01,,配達済み,高橋 晃弘,2001-09-28,男,大阪府,法人,Zerace-J1,zerace,ノートPC,Black,103800
202010200003-1,2020-10-20,C-001130,VEDB9,1,379400,2020-10-30,,配達済み,真鍋 健吾,2004-12-11,男,兵庫県,個人,Verge-T9,verge,デスクトップ,Black,379400
202010200004-1,2020-10-20,C-002611,INNG3,1,136800,2020-11-02,,配達済み,中野 裕一,1976-08-16,男,東京都,法人,Inter-V3,Inter,ノートPC,Gold,136800
202010200006-1,2020-10-20,C-002675,TADB3,3,136026,2020-10-30,,配達済み,岩谷 雄一,1992-07-09,男,広島県,法人,Tablet-E2,Tab,タブレット,Black,45342
202010200011-1,2020-10-20,C-002728,IKW,1,3781,2020-11-01,,配達済み,鈴木 孝太郎,1978-05-12,男,福岡県,法人,ワイヤレスキーボード,キーボード,周辺機器,,3781
202010200011-2,2020-10-20,C-002728,CANB7,0,0,2020-11-02,,配達済み,鈴木 孝太郎,1978-05-12,男,福岡県,法人,Caps-X5,caps,ノートPC,Black,229900
202010200011-3,2020-10-20,C-002728,VENB7,3,929400,2020-10-31,,配達済み,鈴木 孝太郎,1978-05-12,男,福岡県,法人,Verge-U7,verge,ノートPC,Black,309800
202010220001-1,2020-10-22,C-003589,ZEDB7,3,650700,2020-11-03,,配達済み,鈴木 健太郎,1991-09-04,男,三重県,個人,Zerace-L7,zerace,デスクトップ,Black,216900
202010230002-1,2020-10-23,C-001131,CADB5,5,974000,2020-10-31,,配達済み,樋口 康彦,1995-09-29,男,東京都,法人,Caps-B3P,caps,デスクトップ,Black,194800
202010230002-2,2020-10-23,C-001131,IMW,2,5074,2020-10-31,,配達済み,樋口 康彦,1995-09-29,男,東京都,法人,ワイヤレスマウス,マウス,周辺機器,,2537
202010230002-3,2020-10-23,C-001131,ZEDB9,1,256400,2020-11-01,,配達済み,樋口 康彦,1995-09-29,男,東京都,法人,Zerace-L9,zerace,デスクトップ,Black,256400
202010230004-1,2020-10-23,C-001571,TADB3,2,90684,2020-10-31,,配達済み,矢野 友美,1998-01-23,女,愛知県,法人,Tablet-E2,Tab,タブレット,Black,45342
202010230005-1,2020-10-23,C-002153,VEDB7,5,1144500,2020-11-03,,配達済み,原 隆幸,1987-12-31,男,岐阜県,法人,Verge-T7,verge,デスクトップ,Black,228900
202010240001-1,2020-10-24,C-000109,INNB7,2,363600,2020-10-29,,配達済み,小川 大輔,1979-06-13,男,兵庫県,個人,Inter-Q5H,Inter,ノートPC,Black,181800
202010240003-1,2020-10-24,C-000573,IKW,1,3781,2020-10-31,,配達済み,永井 佐知,1972-04-09,女,北海道,個人,ワイヤレスキーボード,キーボード,周辺機器,,3781
202010240006-1,2020-10-24,C-001487,ZEDB5,2,357800,2020-10-31,,配達済み,磯部 仁志,2000-11-30,その他・不明,東京都,法人,Zerace-L5,zerace,デスクトップ,Black,178900
202010240006-2,2020-10-24,C-001487,ZENB5,3,521400,2020-10-31,,配達済み,磯部 仁志,2000-11-30,その他・不明,東京都,法人,Zerace-J5,zerace,ノートPC,Black,173800
202010240006-3,2020-10-24,C-001487,CADB5,2,389600,2020-10-30,,配達済み,磯部 仁志,2000-11-30,その他・不明,東京都,法人,Caps-B3P,caps,デスクトップ,Black,194800
202010240006-4,2020-10-24,C-001487,VENB5,6,1618800,2020-10-31,,配達済み,磯部 仁志,2000-11-30,その他・不明,東京都,法人,Verge-U5,verge,ノートPC,Black,269800
202010240008-1,2020-10-24,C-002894,INNG7,2,383600,2020-10-30,,配達済み,中山 祐平,1996-10-26,男,愛知県,法人,Inter-Q5H,Inter,ノートPC,Gold,191800
202010240009-1,2020-10-24,C-003539,CADB9,1,319800,2020-11-03,,配達済み,梅本 洋平,2005-11-25,男,宮崎県,個人,Caps-XC5P,caps,デスクトップ,Black,319800
202010250000-1,2020-10-25,C-000250,PUNR3,5,493700,2020-11-05,,配達済み,長谷部 修一,1991-01-21,男,新潟県,法人,Puter-K2,puter,ノートPC,Red,98740
202010250000-2,2020-10-25,C-000250,INNB7,5,909000,2020-11-03,,配達済み,長谷部 修一,1991-01-21,男,新潟県,法人,Inter-Q5H,Inter,ノートPC,Black,181800
202010250001-1,2020-10-25,C-000257,VENB7,1,309800,2020-11-06,,配達済み,大嶺 夏美,1992-06-23,女,東京都,法人,Verge-U7,verge,ノートPC,Black,309800
202010250003-1,2020-10-25,C-000288,INNG1,1,84800,2020-11-05,,配達済み,野見山 緑,1990-03-27,女,東京都,個人,Inter-V1,Inter,ノートPC,Gold,84800
202010250004-1,2020-10-25,C-000304,VENB3,0,0,2020-11-03,,配達済み,青木 晃久,1995-10-27,その他・不明,福岡県,個人,Verge-U3,verge,ノートPC,Black,222800
202010250006-1,2020-10-25,C-001903,PUDB3,10,899400,2020-11-03,,配達済み,久保 裕輔,1989-11-09,男,大阪府,法人,Puter-M2,puter,デスクトップ,Black,89940
202010250006-2,2020-10-25,C-001903,INNG3,6,820800,2020-11-03,,配達済み,久保 裕輔,1989-11-09,男,大阪府,法人,Inter-V3,Inter,ノートPC,Gold,136800
202010250008-1,2020-10-25,C-003128,CANB13,3,1049400,2020-11-05,,配達済み,鈴木 夏輝,1985-08-02,女,東京都,法人,Caps-X10,caps,ノートPC,Black,349800
202010250009-1,2020-10-25,C-003182,INNG7,1,191800,2020-11-06,,配達済み,江守 裕之,1972-05-22,男,大阪府,個人,Inter-Q5H,Inter,ノートPC,Gold,191800
202010260000-1,2020-10-26,C-000133,INNS5,4,639200,2020-11-05,,配達済み,馬場 晋,1981-03-30,男,大阪府,法人,Inter-Q5,Inter,ノートPC,Silver,159800
202010260004-1,2020-10-26,C-000202,TADB1,2,29940,2020-11-03,,配達済み,舘野 由紀子,1982-06-26,女,千葉県,法人,Tablet-E1,Tab,タブレット,Black,14970
202010260006-1,2020-10-26,C-000502,TADB1,1,14970,2020-11-04,,配達済み,渡邉 修,1998-06-06,男,福岡県,個人,Tablet-E1,Tab,タブレット,Black,14970
202010260007-1,2020-10-26,C-000585,VEDB7,4,915600,2020-11-06,,配達済み,大村 暁,1985-09-08,男,千葉県,法人,Verge-T7,verge,デスクトップ,Black,228900
202010260007-2,2020-10-26,C-000585,INNB7,3,545400,2020-11-07,,配達済み,大村 暁,1985-09-08,男,千葉県,法人,Inter-Q5H,Inter,ノートPC,Black,181800
202010260008-1,2020-10-26,C-001279,CANB1,6,778800,2020-11-05,,配達済み,谷 敏史,1985-11-25,その他・不明,東京都,法人,Caps-A1,caps,ノートPC,Black,129800
202010260009-1,2020-10-26,C-001290,CANB11,1,289900,2020-11-04,,配達済み,向 一浩,1995-06-26,男,東京都,個人,Caps-X5PH,caps,ノートPC,Black,289900
202010260016-1,2020-10-26,C-001439,ZENB7,4,925600,2020-11-05,,配達済み,松岡 健一,1979-06-04,男,東京都,法人,Zerace-J7,zerace,ノートPC,Black,231400
202010260017-1,2020-10-26,C-001582,CADB7,1,234800,2020-11-07,,配達済み,鈴木 泰幸,1991-10-22,男,沖縄県,個人,Caps-XC5,caps,デスクトップ,Black,234800
202010260018-1,2020-10-26,C-001869,INNB3,2,253600,2020-11-07,,配達済み,吉田 浩二,1991-07-04,男,千葉県,法人,Inter-V3,Inter,ノートPC,Black,126800
202010260019-1,2020-10-26,C-001978,VENB5,0,0,2020-11-06,,配達済み,菅波 伊織,2005-03-15,男,千葉県,個人,Verge-U5,verge,ノートPC,Black,269800
202010260019-2,2020-10-26,C-001978,TADB3,0,0,2020-11-04,,配達済み,菅波 伊織,2005-03-15,男,千葉県,個人,Tablet-E2,Tab,タブレット,Black,45342
202010260022-1,2020-10-26,C-002179,VENB9,1,369800,2020-11-05,,配達済み,岩瀬 里織,2001-09-18,女,神奈川県,個人,Verge-U9,verge,ノートPC,Black,369800
202010260025-1,2020-10-26,C-002245,ZENB3,2,309600,2020-11-06,,配達済み,飯島 しのぶ,1987-01-30,女,岐阜県,個人,Zerace-J3,zerace,ノートPC,Black,154800
202010260026-1,2020-10-26,C-002465,PUNR1,1,67800,2020-11-04,,配達済み,佐藤 さなえ,1993-02-05,女,大阪府,個人,Puter-K1,puter,ノートPC,Red,67800
202010260028-1,2020-10-26,C-002754,TADB3,1,45342,2020-11-04,,配達済み,伊藤 正平,1976-07-26,男,東京都,個人,Tablet-E2,Tab,タブレット,Black,45342
202010260029-1,2020-10-26,C-002833,INNB9,3,659400,2020-11-06,,配達済み,森下 治,2005-05-02,男,東京都,個人,Inter-Q5HP,Inter,ノートPC,Black,219800
202010260031-1,2020-10-26,C-002931,TADB3,1,45342,2020-11-04,,配達済み,森 健太郎,1975-05-10,男,東京都,個人,Tablet-E2,Tab,タブレット,Black,45342
202010260032-1,2020-10-26,C-003684,PUNR1,1,67800,2020-11-04,,配達済み,渋谷 仁司,1994-07-03,男,東京都,個人,Puter-K1,puter,ノートPC,Red,67800
202010260033-1,2020-10-26,C-003738,PUDB1,1,71800,2020-11-03,,配達済み,酒匂 祥平,1998-04-18,男,東京都,個人,Puter-M1,puter,デスクトップ,Black,71800
202010270001-1,2020-10-27,C-000210,TADB1,3,44910,2020-11-02,,配達済み,森崎 香織,1979-05-06,女,東京都,法人,Tablet-E1,Tab,タブレット,Black,14970
202010270002-1,2020-10-27,C-001729,TADB5,1,124342,2020-11-02,,配達済み,山内 理恵,2006-12-17,女,神奈川県,個人,Tablet-E3,Tab,タブレット,Black,124342
202010270005-1,2020-10-27,C-002079,ZEDB7,2,433800,2020-11-06,,配達済み,清水 直之,1983-12-22,男,東京都,法人,Zerace-L7,zerace,デスクトップ,Black,216900
202010270007-1,2020-10-27,C-003102,CADB13,10,4348000,2020-11-02,,配達済み,酒井 麻美,1976-11-12,女,福岡県,法人,Caps-XC10,caps,デスクトップ,Black,434800
202010270007-2,2020-10-27,C-003102,CANB13,4,1399200,2020-11-03,,配達済み,酒井 麻美,1976-11-12,女,福岡県,法人,Caps-X10,caps,ノートPC,Black,349800
202010270009-1,2020-10-27,C-003169,CANB11,3,869700,2020-11-05,,配達済み,春田 康之,2002-01-03,その他・不明,岐阜県,法人,Caps-X5PH,caps,ノートPC,Black,289900
202010270012-1,2020-10-27,C-003293,CANB11,1,289900,2020-11-02,,配達済み,鈴木 理美,1980-03-17,女,岡山県,個人,Caps-X5PH,caps,ノートPC,Black,289900
202010270013-1,2020-10-27,C-003725,VENB5,2,539600,2020-11-03,,配達済み,山下 梓,1990-10-17,女,神奈川県,法人,Verge-U5,verge,ノートPC,Black,269800
202010290001-1,2020-10-29,C-003332,CADB9,6,1918800,2020-11-07,,配達済み,佐々木 宣彦,1987-12-26,男,東京都,法人,Caps-XC5P,caps,デスクトップ,Black,319800
202010300004-1,2020-10-30,C-000068,VENB5,0,0,2020-11-10,,配達済み,白柳 高弘,2004-12-21,男,沖縄県,個人,Verge-U5,verge,ノートPC,Black,269800
202010300005-1,2020-10-30,C-000790,INNB3,1,126800,2020-11-09,,配達済み,田代 宏美,2006-05-02,女,沖縄県,個人,Inter-V3,Inter,ノートPC,Black,126800
202010300008-1,2020-10-30,C-001003,CADB13,1,434800,2020-11-11,,配達済み,吉村 健太,1990-05-05,男,埼玉県,個人,Caps-XC10,caps,デスクトップ,Black,434800
202010300009-1,2020-10-30,C-001269,INNB5,3,479400,2020-11-09,,配達済み,秋山 優介,2001-09-05,男,東京都,法人,Inter-Q5,Inter,ノートPC,Black,159800
202010300011-1,2020-10-30,C-001778,INNS3,5,634000,2020-11-10,,配達済み,小倉 文男,1991-05-06,男,大阪府,法人,Inter-V3,Inter,ノートPC,Silver,126800
202010300012-1,2020-10-30,C-002295,VENB7,2,619600,2020-11-12,,配達済み,白谷 朋子,1973-10-23,女,大阪府,個人,Verge-U7,verge,ノートPC,Black,309800
202010300013-1,2020-10-30,C-002846,CADB11,1,364800,2020-11-04,,配達済み,槇田 恵美子,1995-09-10,女,山形県,個人,Caps-XC5PH,caps,デスクトップ,Black,364800
202010300016-1,2020-10-30,C-003143,ZEDB5,1,178900,2020-11-10,,配達済み,寺山 芳男,1973-04-12,男,大阪府,個人,Zerace-L5,zerace,デスクトップ,Black,178900
202010300017-1,2020-10-30,C-003339,CADB5,2,389600,2020-11-06,,配達済み,植木 充,1973-12-10,男,東京都,法人,Caps-B3P,caps,デスクトップ,Black,194800
202010300018-1,2020-10-30,C-003729,ZEDB3,2,311600,2020-11-09,,配達済み,古澤 明子,1987-12-25,女,鹿児島県,法人,Zerace-L3,zerace,デスクトップ,Black,155800
202010300018-2,2020-10-30,C-003729,ZEDB5,3,536700,2020-11-06,,配達済み,古澤 明子,1987-12-25,女,鹿児島県,法人,Zerace-L5,zerace,デスクトップ,Black,178900
202010310001-1,2020-10-31,C-000828,VEDB9,6,2276400,2020-11-08,,配達済み,松原 智志,1980-05-18,男,滋賀県,法人,Verge-T9,verge,デスクトップ,Black,379400
202010310001-2,2020-10-31,C-000828,CADB13,7,3043600,2020-11-09,,配達済み,松原 智志,1980-05-18,男,滋賀県,法人,Caps-XC10,caps,デスクトップ,Black,434800
202010310002-1,2020-10-31,C-000833,VEDB17,4,4399200,2020-11-12,,配達済み,辻村 聡史,1983-07-11,男,東京都,法人,Verge-T9H4,verge,デスクトップ,Black,1099800
202010310004-1,2020-10-31,C-002221,INNS7,0,0,2020-11-08,,配達済み,高橋 宏行,1987-12-12,男,東京都,個人,Inter-Q5H,Inter,ノートPC,Silver,181800
202010310005-1,2020-10-31,C-003390,INNG7,1,191800,2020-11-06,,配達済み,岸本 進悟,1987-05-30,男,東京都,個人,Inter-Q5H,Inter,ノートPC,Gold,191800
202011010001-1,2020-11-01,C-000348,INNB3,1,126800,2020-11-09,,配達済み,三浦 憲昭,1975-08-03,男,東京都,個人,Inter-V3,Inter,ノートPC,Black,126800
202011010002-1,2020-11-01,C-000751,INNS5,3,479400,2020-11-07,,配達済み,岸川 祐太,1992-05-15,男,埼玉県,法人,Inter-Q5,Inter,ノートPC,Silver,159800
202011010004-1,2020-11-01,C-002071,TADB3,1,45342,2020-11-10,,配達済み,吉田 隆則,2004-08-20,男,北海道,個人,Tablet-E2,Tab,タブレット,Black,45342
202011020000-1,2020-11-02,C-001173,ID23,1,19980,2020-11-10,,配達済み,坂田 浩志,2004-02-13,男,北海道,個人,Display-23,ディスプレイ,周辺機器,,19980
202011050000-1,2020-11-05,C-001064,ZEDB7,1,216900,2020-11-14,,配達済み,林部 祥子,2006-08-24,女,神奈川県,個人,Zerace-L7,zerace,デスクトップ,Black,216900
202011050001-1,2020-11-05,C-001109,ID23,1,19980,2020-11-12,,配達済み,岩城 真由子,1983-01-08,その他・不明,大阪府,個人,Display-23,ディスプレイ,周辺機器,,19980
202011050003-1,2020-11-05,C-001436,CANB11,3,869700,2020-11-19,,配達済み,安達 亜希,2005-04-28,女,新潟県,個人,Caps-X5PH,caps,ノートPC,Black,289900
202011050004-1,2020-11-05,C-002220,CADB5,8,1558400,2020-11-13,,配達済み,北村 友子,2003-08-29,女,東京都,法人,Caps-B3P,caps,デスクトップ,Black,194800
202011050006-1,2020-11-05,C-002536,INNS5,1,159800,2020-11-17,,配達済み,東田 一弥,1998-03-30,男,東京都,個人,Inter-Q5,Inter,ノートPC,Silver,159800
